"from","to","relationship","rel2"
"JMK(98)","SHS(99)",0,0
"JMK(98)","SDS(92)",0,0
"JMK(98)","SSY(97)",0,0
"JMK(98)","SJEE(99)",0,0
"JMK(98)","SH(96)",0,0
"JMK(98)","SYJ(97)",0,0
"JMK(98)","AMJ(99)",0,0
"JMK(98)","ASH(99)",3,1
"JMK(98)","OSJ(98)",0,0
"JMK(98)","OSH(99)",0,0
"JMK(98)","OSM(98)",0,0
"JMK(98)","OJY(98)",0,0
"JMK(98)","OSJ(97)",0,0
"JMK(98)","YMS(99)",0,0
"JMK(98)","YYH(93)",0,0
"JMK(98)","YHJ(96)",0,0
"JMK(98)","YSH(99)",0,0
"JMK(98)","YAR(97)",0,0
"JMK(98)","LKC(93)",0,0
"JMK(98)","LDY(99)",0,0
"JMK(98)","LDJ(93)",0,0
"JMK(98)","LSH(99)",0,0
"JMK(98)","LSJ(94)",0,0
"JMK(98)","LYJ(98)",0,0
"JMK(98)","LWH(98)",0,0
"JMK(98)","LYS(97)",0,0
"JMK(98)","LIH(94)",0,0
"JMK(98)","LJH(97)",0,0
"JMK(98)","LJM(98)",0,0
"JMK(98)","LJY(97)",0,0
"JMK(98)","LJA(00)",0,0
"JMK(98)","LCH(95)",0,0
"JMK(98)","LHW(92)",0,0
"JMK(98)","LHH(93)",0,0
"JMK(98)","JMK(98)",0,0
"JMK(98)","JSH(94)",0,0
"JMK(98)","JJH(92)",0,0
"JMK(98)","JYW(94)",0,0
"JMK(98)","JYK(93)",0,0
"JMK(98)","JYL(98)",0,0
"JMK(98)","JJY(92)",0,0
"JMK(98)","JJK(98)",2,1
"JMK(98)","JMY(98)",0,0
"JMK(98)","JYN(96)",0,0
"JMK(98)","JYW(92)",0,0
"JMK(98)","JSM(98)",0,0
"JMK(98)","CNG(99)",0,0
"JMK(98)","CSB(98)",0,0
"JMK(98)","CJI(94)",0,0
"JMK(98)","HEG(97)",0,0
"JSM(98)","BHJ(99)",0,0
"JSM(98)","CSH(93)",0,0
"JSM(98)","EDH(95)",0,0
"JSM(98)","HHM(95)",0,0
"JSM(98)","HWM(95)",0,0
"JSM(98)","JCG(98)",0,0
"JSM(98)","JDH(94)",0,0
"JSM(98)","JEJ(95)",0,0
"JSM(98)","JHJ(99)",0,0
"JSM(98)","JYG(96)",0,0
"JSM(98)","JYJ(94)",0,0
"JSM(98)","JYJ(95)",0,0
"JSM(98)","KDK(99)",0,0
"JSM(98)","KGP(94)",0,0
"JSM(98)","KHJ(98)",0,0
"JSM(98)","KHS(98)",0,0
"JSM(98)","KJH(96)",0,0
"JSM(98)","KJH(99)",0,0
"JSM(98)","KMS(99)",0,0
"JSM(98)","KSH(99)",0,0
"JSM(98)","KSJ(94)",0,0
"JSM(98)","LGC(94)",0,0
"JSM(98)","LGS(99)",0,0
"JSM(98)","LJH(94)",0,0
"JSM(98)","PJY(95)",0,0
"JSM(98)","PKT(95)",0,0
"JSM(98)","RSW(96)",0,0
"JSM(98)","RSW(98)",0,0
"JSM(98)","SHS(98)",0,0
"JSM(98)","SJE(99)",0,0
"JSM(98)","SJY(98)",0,0
"JSM(98)","SSH(96)",0,0
"JSM(98)","SYS(99)",0,0
"JSM(98)","UDH(95)",0,0
"JSM(98)","YHW(98)",0,0
"JSM(98)","YJE(97)",0,0
"JSM(98)","YJW(99)",0,0
"JSM(98)","YSH(99)",0,0
"JSM(98)","YSHH(99)",0,0
"JSM(98)","KES(94)",0,0
"JSM(98)","KSY(98)",0,0
"JSM(98)","KSH(98)",0,0
"JSM(98)","KYH(94)",0,0
"JSM(98)","KYS(99)",0,0
"JSM(98)","KKH(99)",0,0
"JSM(98)","KKH(95)",0,0
"JSM(98)","KKB(93)",0,0
"JSM(98)","KDY(98)",1,1
"JSM(98)","KDH(97)",0,0
"JSM(98)","KDG(99)",0,0
"JSM(98)","KMG(94)",0,0
"JSM(98)","KMT(99)",0,0
"JSM(98)","KSJ(99)",0,0
"JSM(98)","KSY(98)",0,0
"JSM(98)","KSY(96)",0,0
"JSM(98)","KSJ(93)",0,0
"JSM(98)","KSH(99)",0,0
"JSM(98)","KYB(99)",0,0
"JSM(98)","KJH(98)",1,1
"JSM(98)","KJB(93)",0,0
"JSM(98)","KJS(92)",0,0
"JSM(98)","KJH(98)",0,0
"JSM(98)","KJSS(92)",0,0
"JSM(98)","KPU(98)",0,0
"JSM(98)","KHN(94)",0,0
"JSM(98)","KHJ(94)",0,0
"JSM(98)","NMR(97)",0,0
"JSM(98)","NSJ(99)",0,0
"JSM(98)","MJU(99)",0,0
"JSM(98)","MSJ(93)",0,0
"JSM(98)","PSU(93)",0,0
"JSM(98)","PSJ(95)",0,0
"JSM(98)","PSO(94)",0,0
"JSM(98)","PYJ(97)",0,0
"JSM(98)","POG(93)",0,0
"JSM(98)","PEB(95)",0,0
"JSM(98)","PJM(94)",0,0
"JSM(98)","PHY(99)",0,0
"JSM(98)","PHJ(99)",0,0
"JSM(98)","BYJ(99)",0,0
"JSM(98)","BOG(98)",0,0
"JSM(98)","SSM(98)",0,0
"JSM(98)","SHS(99)",0,0
"JSM(98)","SDS(92)",0,0
"JSM(98)","SSY(97)",0,0
"JSM(98)","SJEE(99)",0,0
"JSM(98)","SH(96)",0,0
"JSM(98)","SYJ(97)",0,0
"JSM(98)","AMJ(99)",0,0
"JSM(98)","ASH(99)",0,0
"JSM(98)","OSJ(98)",0,0
"JSM(98)","OSH(99)",0,0
"JSM(98)","OSM(98)",0,0
"JSM(98)","OJY(98)",1,1
"JSM(98)","OSJ(97)",0,0
"JSM(98)","YMS(99)",0,0
"JSM(98)","YYH(93)",0,0
"JSM(98)","YHJ(96)",0,0
"JSM(98)","YSH(99)",0,0
"JSM(98)","YAR(97)",0,0
"JSM(98)","LKC(93)",0,0
"JSM(98)","LDY(99)",0,0
"JSM(98)","LDJ(93)",0,0
"JSM(98)","LSH(99)",0,0
"JSM(98)","LSJ(94)",0,0
"JSM(98)","LYJ(98)",0,0
"JSM(98)","LWH(98)",0,0
"JSM(98)","LYS(97)",0,0
"JSM(98)","LIH(94)",0,0
"JSM(98)","LJH(97)",0,0
"JSM(98)","LJM(98)",0,0
"JSM(98)","LJY(97)",0,0
"JSM(98)","LJA(00)",0,0
"JSM(98)","LCH(95)",0,0
"JSM(98)","LHW(92)",0,0
"JSM(98)","LHH(93)",0,0
"JSM(98)","JMK(98)",0,0
"JSM(98)","JSH(94)",0,0
"JSM(98)","JJH(92)",0,0
"JSM(98)","JYW(94)",0,0
"JSM(98)","JYK(93)",0,0
"JSM(98)","JYL(98)",0,0
"JSM(98)","JJY(92)",0,0
"JSM(98)","JJK(98)",0,0
"JSM(98)","JMY(98)",0,0
"JSM(98)","JYN(96)",0,0
"JSM(98)","JYW(92)",0,0
"JSM(98)","JSM(98)",0,0
"JSM(98)","CNG(99)",0,0
"JSM(98)","CSB(98)",0,0
"JSM(98)","CJI(94)",0,0
"JSM(98)","HEG(97)",0,0
"JSM(98)",NA,0,0
"JYN(96)","BHJ(99)",0,0
"JYN(96)","CSH(93)",0,0
"JYN(96)","EDH(95)",0,0
"JYN(96)","HHM(95)",0,0
"JYN(96)","HWM(95)",0,0
"JYN(96)","JCG(98)",0,0
"JYN(96)","JDH(94)",0,0
"JYN(96)","JEJ(95)",0,0
"JYN(96)","JHJ(99)",0,0
"JYN(96)","JYG(96)",0,0
"JYN(96)","JYJ(94)",0,0
"JYN(96)","JYJ(95)",0,0
"JYN(96)","KDK(99)",0,0
"JYN(96)","KGP(94)",0,0
"JYN(96)","KHJ(98)",0,0
"JYN(96)","KHS(98)",0,0
"JYN(96)","KJH(96)",0,0
"JYN(96)","KJH(99)",0,0
"JYN(96)","KMS(99)",0,0
"JYN(96)","KSH(99)",0,0
"JYN(96)","KSJ(94)",0,0
"JYN(96)","LGC(94)",0,0
"JYN(96)","LGS(99)",0,0
"JYN(96)","LJH(94)",0,0
"JYN(96)","PJY(95)",0,0
"JYN(96)","PKT(95)",0,0
"JYN(96)","RSW(96)",0,0
"JYN(96)","RSW(98)",0,0
"JYN(96)","SHS(98)",0,0
"JYN(96)","SJE(99)",0,0
"JYN(96)","SJY(98)",0,0
"JYN(96)","SSH(96)",0,0
"JYN(96)","SYS(99)",0,0
"JYN(96)","UDH(95)",0,0
"JYN(96)","YHW(98)",0,0
"JYN(96)","YJE(97)",0,0
"JYN(96)","YJW(99)",0,0
"JYN(96)","YSH(99)",0,0
"JYN(96)","YSHH(99)",0,0
"JYN(96)","KES(94)",0,0
"JYN(96)","KSY(98)",0,0
"JYN(96)","KSH(98)",0,0
"JYN(96)","KYH(94)",0,0
"JYN(96)","KYS(99)",0,0
"JYN(96)","KKH(99)",0,0
"JYN(96)","KKH(95)",0,0
"JYN(96)","KKB(93)",0,0
"JYN(96)","KDY(98)",0,0
"JYN(96)","KDH(97)",0,0
"JYN(96)","KDG(99)",0,0
"JYN(96)","KMG(94)",0,0
"JYN(96)","KMT(99)",0,0
"JYN(96)","KSJ(99)",0,0
"JYN(96)","KSY(98)",0,0
"JYN(96)","KSY(96)",0,0
"JYN(96)","KSJ(93)",0,0
"JYN(96)","KSH(99)",0,0
"JYN(96)","KYB(99)",0,0
"JYN(96)","KJH(98)",0,0
"JYN(96)","KJB(93)",0,0
"JYN(96)","KJS(92)",0,0
"JYN(96)","KJH(98)",0,0
"JYN(96)","KJSS(92)",0,0
"JYN(96)","KPU(98)",0,0
"JYN(96)","KHN(94)",0,0
"JYN(96)","KHJ(94)",0,0
"JYN(96)","NMR(97)",0,0
"JYN(96)","NSJ(99)",0,0
"JYN(96)","MJU(99)",0,0
"JYN(96)","MSJ(93)",0,0
"JYN(96)","PSU(93)",0,0
"JYN(96)","PSJ(95)",1,1
"JYN(96)","PSO(94)",0,0
"JYN(96)","PYJ(97)",0,0
"JYN(96)","POG(93)",0,0
"JYN(96)","PEB(95)",0,0
"JYN(96)","PJM(94)",1,1
"JYN(96)","PHY(99)",0,0
"JYN(96)","PHJ(99)",0,0
"JYN(96)","BYJ(99)",0,0
"JYN(96)","BOG(98)",0,0
"JYN(96)","SSM(98)",0,0
"JYN(96)","SHS(99)",0,0
"JYN(96)","SDS(92)",0,0
"JYN(96)","SSY(97)",0,0
"JYN(96)","SJEE(99)",0,0
"JYN(96)","SH(96)",0,0
"JYN(96)","SYJ(97)",0,0
"JYN(96)","AMJ(99)",0,0
"JYN(96)","ASH(99)",0,0
"JYN(96)","OSJ(98)",0,0
"JYN(96)","OSH(99)",0,0
"JYN(96)","OSM(98)",0,0
"JYN(96)","OJY(98)",0,0
"JYN(96)","OSJ(97)",0,0
"JYN(96)","YMS(99)",0,0
"JYN(96)","YYH(93)",0,0
"JYN(96)","YHJ(96)",0,0
"JYN(96)","YSH(99)",0,0
"JYN(96)","YAR(97)",0,0
"JYN(96)","LKC(93)",0,0
"JYN(96)","LDY(99)",0,0
"JYN(96)","LDJ(93)",0,0
"JYN(96)","LSH(99)",0,0
"JYN(96)","LSJ(94)",0,0
"JYN(96)","LYJ(98)",0,0
"JYN(96)","LWH(98)",0,0
"JYN(96)","LYS(97)",0,0
"JYN(96)","LIH(94)",0,0
"JYN(96)","LJH(97)",0,0
"JYN(96)","LJM(98)",0,0
"JYN(96)","LJY(97)",0,0
"JYN(96)","LJA(00)",0,0
"JYN(96)","LCH(95)",0,0
"JYN(96)","LHW(92)",0,0
"JYN(96)","LHH(93)",0,0
"JYN(96)","JMK(98)",0,0
"JYN(96)","JSH(94)",0,0
"JYN(96)","JJH(92)",0,0
"JYN(96)","JYW(94)",0,0
"JYN(96)","JYK(93)",0,0
"JYN(96)","JYL(98)",0,0
"JYN(96)","JJY(92)",0,0
"JYN(96)","JJK(98)",0,0
"JYN(96)","JMY(98)",0,0
"JYN(96)","JYN(96)",0,0
"JYN(96)","JYW(92)",0,0
"JYN(96)","JSM(98)",0,0
"JYN(96)","CNG(99)",0,0
"JYN(96)","CSB(98)",0,0
"JYN(96)","CJI(94)",0,0
NA,"HEG(97)",NA,NA
"JYW(92)","BHJ(99)",0,0
"JYW(92)","CSH(93)",0,0
"JYW(92)","EDH(95)",0,0
"JYW(92)","HHM(95)",0,0
"JYW(92)","HWM(95)",0,0
"JYW(92)","JCG(98)",0,0
"JYW(92)","JDH(94)",0,0
"JYW(92)","JEJ(95)",0,0
"JYW(92)","JHJ(99)",0,0
"JYW(92)","JYG(96)",0,0
"JYW(92)","JYJ(94)",0,0
"JYW(92)","JYJ(95)",0,0
"JYW(92)","KDK(99)",0,0
"JYW(92)","KGP(94)",0,0
"JYW(92)","KHJ(98)",0,0
"JYW(92)","KHS(98)",0,0
"JYW(92)","KJH(96)",0,0
"JYW(92)","KJH(99)",0,0
"JYW(92)","KMS(99)",0,0
"JYW(92)","KSH(99)",0,0
"JYW(92)","KSJ(94)",0,0
"JYW(92)","LGC(94)",0,0
"JYW(92)","LGS(99)",0,0
"JYW(92)","LJH(94)",0,0
"JYW(92)","PJY(95)",0,0
"JYW(92)","PKT(95)",0,0
"JYW(92)","RSW(96)",0,0
"JYW(92)","RSW(98)",0,0
"JYW(92)","SHS(98)",0,0
"JYW(92)","SJE(99)",0,0
"JYW(92)","SJY(98)",0,0
"JYW(92)","SSH(96)",0,0
"JYW(92)","SYS(99)",0,0
"JYW(92)","UDH(95)",0,0
"JYW(92)","YHW(98)",0,0
"JYW(92)","YJE(97)",0,0
"JYW(92)","YJW(99)",0,0
"JYW(92)","YSH(99)",0,0
"JYW(92)","YSHH(99)",0,0
"JYW(92)","KES(94)",0,0
"JYW(92)","KSY(98)",0,0
"JYW(92)","KSH(98)",0,0
"JYW(92)","KYH(94)",0,0
"JYW(92)","KYS(99)",0,0
"JYW(92)","KKH(99)",0,0
"JYW(92)","KKH(95)",0,0
"JYW(92)","KKB(93)",0,0
"JYW(92)","KDY(98)",0,0
"JYW(92)","KDH(97)",0,0
"JYW(92)","KDG(99)",0,0
"JYW(92)","KMG(94)",0,0
"JYW(92)","KMT(99)",0,0
"JYW(92)","KSJ(99)",0,0
"JYW(92)","KSY(98)",0,0
"JYW(92)","KSY(96)",0,0
"JYW(92)","KSJ(93)",0,0
"JYW(92)","KSH(99)",0,0
"JYW(92)","KYB(99)",0,0
"JYW(92)","KJH(98)",0,0
"JYW(92)","KJB(93)",0,0
"JYW(92)","KJS(92)",0,0
"JYW(92)","KJH(98)",0,0
"JYW(92)","KJSS(92)",0,0
"JYW(92)","KPU(98)",0,0
"JYW(92)","KHN(94)",0,0
"JYW(92)","KHJ(94)",0,0
"JYW(92)","NMR(97)",0,0
"JYW(92)","NSJ(99)",0,0
"JYW(92)","MJU(99)",0,0
"JYW(92)","MSJ(93)",0,0
"JYW(92)","PSU(93)",0,0
"JYW(92)","PSJ(95)",0,0
"JYW(92)","PSO(94)",0,0
"JYW(92)","PYJ(97)",0,0
"JYW(92)","POG(93)",0,0
"JYW(92)","PEB(95)",0,0
"JYW(92)","PJM(94)",0,0
"JYW(92)","PHY(99)",0,0
"JYW(92)","PHJ(99)",0,0
"JYW(92)","BYJ(99)",0,0
"JYW(92)","BOG(98)",0,0
"JYW(92)","SSM(98)",0,0
"JYW(92)","SHS(99)",0,0
"JYW(92)","SDS(92)",1,1
"JYW(92)","SSY(97)",0,0
"JYW(92)","SJEE(99)",0,0
"JYW(92)","SH(96)",0,0
"JYW(92)","SYJ(97)",0,0
"JYW(92)","AMJ(99)",0,0
"JYW(92)","ASH(99)",0,0
"JYW(92)","OSJ(98)",0,0
"JYW(92)","OSH(99)",0,0
"JYW(92)","OSM(98)",0,0
"JYW(92)","OJY(98)",0,0
"JYW(92)","OSJ(97)",0,0
"JYW(92)","YMS(99)",0,0
"JYW(92)","YYH(93)",0,0
"JYW(92)","YHJ(96)",0,0
"JYW(92)","YSH(99)",0,0
"JYW(92)","YAR(97)",0,0
"JYW(92)","LKC(93)",0,0
"JYW(92)","LDY(99)",0,0
"JYW(92)","LDJ(93)",0,0
"JYW(92)","LSH(99)",0,0
"JYW(92)","LSJ(94)",0,0
"JYW(92)","LYJ(98)",0,0
"JYW(92)","LWH(98)",0,0
"JYW(92)","LYS(97)",0,0
"JYW(92)","LIH(94)",0,0
"JYW(92)","LJH(97)",0,0
"JYW(92)","LJM(98)",0,0
"JYW(92)","LJY(97)",0,0
"JYW(92)","LJA(00)",0,0
"JYW(92)","LCH(95)",0,0
"JYW(92)","LHW(92)",0,0
"JYW(92)","LHH(93)",0,0
"JYW(92)","JMK(98)",0,0
"JYW(92)","JSH(94)",0,0
"JYW(92)","JJH(92)",1,1
"JYW(92)","JYW(94)",0,0
"JYW(92)","JYK(93)",0,0
"JYW(92)","JYL(98)",0,0
"JYW(92)","JJY(92)",0,0
"JYW(92)","JJK(98)",0,0
"JYW(92)","JMY(98)",0,0
"JYW(92)","JYN(96)",0,0
"JYW(92)","JYW(92)",0,0
"JYW(92)","JSM(98)",0,0
"JYW(92)","CNG(99)",0,0
"JYW(92)","CSB(98)",0,0
"JYW(92)","CJI(94)",0,0
"JYW(92)","HEG(97)",0,0
"KES(94)","BHJ(99)",0,0
"KES(94)","CSH(93)",0,0
"KES(94)","EDH(95)",0,0
"KES(94)","HHM(95)",0,0
"KES(94)","HWM(95)",0,0
"KES(94)","JCG(98)",0,0
"KES(94)","JDH(94)",0,0
"KES(94)","JEJ(95)",0,0
"KES(94)","JHJ(99)",0,0
"KES(94)","JYG(96)",0,0
"KES(94)","JYJ(94)",0,0
"KES(94)","JYJ(95)",0,0
"KES(94)","KDK(99)",0,0
"KES(94)","KGP(94)",0,0
"KES(94)","KHJ(98)",0,0
"KES(94)","KHS(98)",0,0
"KES(94)","KJH(96)",0,0
"KES(94)","KJH(99)",0,0
"KES(94)","KMS(99)",0,0
"KES(94)","KSH(99)",0,0
"KES(94)","KSJ(94)",0,0
"KES(94)","LGC(94)",0,0
"KES(94)","LGS(99)",0,0
"KES(94)","LJH(94)",0,0
"KES(94)","PJY(95)",0,0
"KES(94)","PKT(95)",0,0
"KES(94)","RSW(96)",0,0
"KES(94)","RSW(98)",0,0
"KES(94)","SHS(98)",0,0
"KES(94)","SJE(99)",0,0
"KES(94)","SJY(98)",0,0
"KES(94)","SSH(96)",0,0
"KES(94)","SYS(99)",0,0
"KES(94)","UDH(95)",0,0
"KES(94)","YHW(98)",0,0
"KES(94)","YJE(97)",0,0
"KES(94)","YJW(99)",0,0
"KES(94)","YSH(99)",0,0
"KES(94)","YSHH(99)",0,0
"KES(94)","KES(94)",0,0
"KES(94)","KSY(98)",0,0
"KES(94)","KSH(98)",0,0
"KES(94)","KYH(94)",0,0
"KES(94)","KYS(99)",0,0
"KES(94)","KKH(99)",0,0
"KES(94)","KKH(95)",1,1
"KES(94)","KKB(93)",0,0
"KES(94)","KDY(98)",0,0
"KES(94)","KDH(97)",0,0
"KES(94)","KDG(99)",0,0
"KES(94)","KMG(94)",0,0
"KES(94)","KMT(99)",0,0
"KES(94)","KSJ(99)",0,0
"KES(94)","KSY(98)",0,0
"KES(94)","KSY(96)",0,0
"KES(94)","KSJ(93)",0,0
"KES(94)","KSH(99)",0,0
"KES(94)","KYB(99)",0,0
"KES(94)","KJH(98)",0,0
"KES(94)","KJB(93)",0,0
"KES(94)","KJS(92)",0,0
"KES(94)","KJH(98)",0,0
"KES(94)","KJSS(92)",0,0
"KES(94)","KPU(98)",0,0
"KES(94)","KHN(94)",0,0
"KES(94)","KHJ(94)",1,1
"KES(94)","NMR(97)",0,0
"KES(94)","NSJ(99)",0,0
"KES(94)","MJU(99)",0,0
"KES(94)","MSJ(93)",0,0
"KES(94)","PSU(93)",1,1
"KES(94)","PSJ(95)",0,0
"KES(94)","PSO(94)",0,0
"KES(94)","PYJ(97)",0,0
"KES(94)","POG(93)",0,0
"KES(94)","PEB(95)",0,0
"KES(94)","PJM(94)",0,0
"KES(94)","PHY(99)",0,0
"KES(94)","PHJ(99)",0,0
"KES(94)","BYJ(99)",0,0
"KES(94)","BOG(98)",0,0
"KES(94)","SSM(98)",0,0
"KES(94)","SHS(99)",0,0
"KES(94)","SDS(92)",0,0
"KES(94)","SSY(97)",0,0
"KES(94)","SJEE(99)",0,0
"KES(94)","SH(96)",0,0
"KES(94)","SYJ(97)",0,0
"KES(94)","AMJ(99)",0,0
"KES(94)","ASH(99)",0,0
"KES(94)","OSJ(98)",0,0
"KES(94)","OSH(99)",0,0
"KES(94)","OSM(98)",0,0
"KES(94)","OJY(98)",0,0
"KES(94)","OSJ(97)",0,0
"KES(94)","YMS(99)",0,0
"KES(94)","YYH(93)",0,0
"KES(94)","YHJ(96)",0,0
"KES(94)","YSH(99)",0,0
"KES(94)","YAR(97)",0,0
"KES(94)","LKC(93)",0,0
"KES(94)","LDY(99)",0,0
"KES(94)","LDJ(93)",0,0
"KES(94)","LSH(99)",0,0
"KES(94)","LSJ(94)",0,0
"KES(94)","LYJ(98)",0,0
"KES(94)","LWH(98)",0,0
"KES(94)","LYS(97)",0,0
"KES(94)","LIH(94)",0,0
"KES(94)","LJH(97)",0,0
"KES(94)","LJM(98)",0,0
"KES(94)","LJY(97)",0,0
"KES(94)","LJA(00)",0,0
"KES(94)","LCH(95)",0,0
"KES(94)","LHW(92)",0,0
"KES(94)","LHH(93)",0,0
"KES(94)","JMK(98)",0,0
"KES(94)","JSH(94)",0,0
"KES(94)","JJH(92)",0,0
"KES(94)","JYW(94)",0,0
"KES(94)","JYK(93)",0,0
"KES(94)","JYL(98)",0,0
"KES(94)","JJY(92)",0,0
"KES(94)","JJK(98)",0,0
"KES(94)","JMY(98)",0,0
"KES(94)","JYN(96)",0,0
"KES(94)","JYW(92)",0,0
"KES(94)","JSM(98)",0,0
"KES(94)","CNG(99)",0,0
"KES(94)","CSB(98)",0,0
"KES(94)","CJI(94)",0,0
"KES(94)","HEG(97)",0,0
"KHJ(98)","BHJ(99)",0,0
"KHJ(98)","CSH(93)",0,0
"KHJ(98)","EDH(95)",0,0
"KHJ(98)","HHM(95)",0,0
"KHJ(98)","HWM(95)",1,1
"KHJ(98)","JCG(98)",0,0
"KHJ(98)","JDH(94)",0,0
"KHJ(98)","JEJ(95)",0,0
"KHJ(98)","JHJ(99)",2,1
"KHJ(98)","JYG(96)",0,0
"KHJ(98)","JYJ(94)",0,0
"KHJ(98)","JYJ(95)",0,0
"KHJ(98)","KDK(99)",0,0
"KHJ(98)","KGP(94)",0,0
"KHJ(98)","KHJ(98)",0,0
"KHJ(98)","KHS(98)",0,0
"KHJ(98)","KJH(96)",0,0
"KHJ(98)","KJH(99)",0,0
"KHJ(98)","KMS(99)",0,0
"KHJ(98)","KSH(99)",0,0
"KHJ(98)","KSJ(94)",0,0
"KHJ(98)","LGC(94)",0,0
"KHJ(98)","LGS(99)",0,0
"KHJ(98)","LJH(94)",0,0
"KHJ(98)","PJY(95)",0,0
"KHJ(98)","PKT(95)",0,0
"KHJ(98)","RSW(96)",0,0
"KHJ(98)","RSW(98)",0,0
"KHJ(98)","SHS(98)",0,0
"KHJ(98)","SJE(99)",0,0
"KHJ(98)","SJY(98)",0,0
"KHJ(98)","SSH(96)",0,0
"KHJ(98)","SYS(99)",0,0
"KHJ(98)","UDH(95)",0,0
"KHJ(98)","YHW(98)",0,0
"KHJ(98)","YJE(97)",0,0
"KHJ(98)","YJW(99)",0,0
"KHJ(98)","YSH(99)",0,0
"KHJ(98)","YSHH(99)",0,0
"KHJ(98)","KES(94)",0,0
"KHJ(98)","KSY(98)",0,0
"KHJ(98)","KSH(98)",0,0
"KHJ(98)","KYH(94)",0,0
"KHJ(98)","KYS(99)",0,0
"KHJ(98)","KKH(99)",0,0
"KHJ(98)","KKH(95)",0,0
"KHJ(98)","KKB(93)",0,0
"KHJ(98)","KDY(98)",0,0
"KHJ(98)","KDH(97)",0,0
"KHJ(98)","KDG(99)",0,0
"KHJ(98)","KMG(94)",0,0
"KHJ(98)","KMT(99)",0,0
"KHJ(98)","KSJ(99)",0,0
"KHJ(98)","KSY(98)",0,0
"KHJ(98)","KSY(96)",0,0
"KHJ(98)","KSJ(93)",0,0
"KHJ(98)","KSH(99)",0,0
"KHJ(98)","KYB(99)",0,0
"KHJ(98)","KJH(98)",0,0
"KHJ(98)","KJB(93)",0,0
"KHJ(98)","KJS(92)",0,0
"KHJ(98)","KJH(98)",0,0
"KHJ(98)","KJSS(92)",0,0
"KHJ(98)","KPU(98)",0,0
"KHJ(98)","KHN(94)",0,0
"KHJ(98)","KHJ(94)",0,0
"KHJ(98)","NMR(97)",0,0
"KHJ(98)","NSJ(99)",0,0
"KHJ(98)","MJU(99)",0,0
"KHJ(98)","MSJ(93)",0,0
"KHJ(98)","PSU(93)",0,0
"KHJ(98)","PSJ(95)",0,0
"KHJ(98)","PSO(94)",0,0
"KHJ(98)","PYJ(97)",0,0
"KHJ(98)","POG(93)",0,0
"KHJ(98)","PEB(95)",0,0
"KHJ(98)","PJM(94)",0,0
"KHJ(98)","PHY(99)",0,0
"KHJ(98)","PHJ(99)",0,0
"KHJ(98)","BYJ(99)",0,0
"KHJ(98)","BOG(98)",0,0
"KHJ(98)","SSM(98)",0,0
"KHJ(98)","SHS(99)",0,0
"KHJ(98)","SDS(92)",0,0
"KHJ(98)","SSY(97)",0,0
"KHJ(98)","SJEE(99)",0,0
"KHJ(98)","SH(96)",0,0
"KHJ(98)","SYJ(97)",0,0
"KHJ(98)","AMJ(99)",3,1
"KHJ(98)","ASH(99)",0,0
"KHJ(98)","OSJ(98)",0,0
"KHJ(98)","OSH(99)",0,0
"KHJ(98)","OSM(98)",0,0
"KHJ(98)","OJY(98)",0,0
"KHJ(98)","OSJ(97)",0,0
"KHJ(98)","YMS(99)",0,0
"KHJ(98)","YYH(93)",0,0
"KHJ(98)","YHJ(96)",0,0
"KHJ(98)","YSH(99)",0,0
"KHJ(98)","YAR(97)",0,0
"KHJ(98)","LKC(93)",0,0
"KHJ(98)","LDY(99)",0,0
"KHJ(98)","LDJ(93)",0,0
"KHJ(98)","LSH(99)",0,0
"KHJ(98)","LSJ(94)",0,0
"KHJ(98)","LYJ(98)",0,0
"KHJ(98)","LWH(98)",0,0
"KHJ(98)","LYS(97)",0,0
"KHJ(98)","LIH(94)",0,0
"KHJ(98)","LJH(97)",0,0
"KHJ(98)","LJM(98)",0,0
"KHJ(98)","LJY(97)",0,0
"KHJ(98)","LJA(00)",0,0
"KHJ(98)","LCH(95)",0,0
"KHJ(98)","LHW(92)",0,0
"KHJ(98)","LHH(93)",0,0
"KHJ(98)","JMK(98)",0,0
"KHJ(98)","JSH(94)",0,0
"KHJ(98)","JJH(92)",0,0
"KHJ(98)","JYW(94)",0,0
"KHJ(98)","JYK(93)",0,0
"KHJ(98)","JYL(98)",0,0
"KHJ(98)","JJY(92)",0,0
"KHJ(98)","JJK(98)",0,0
"KHJ(98)","JMY(98)",0,0
"KHJ(98)","JYN(96)",0,0
"KHJ(98)","JYW(92)",0,0
"KHJ(98)","JSM(98)",0,0
"KHJ(98)","CNG(99)",0,0
"KHJ(98)","CSB(98)",0,0
"KHJ(98)","CJI(94)",0,0
"KHJ(98)","HEG(97)",0,0
"KJH(96)","BHJ(99)",0,0
"KJH(96)","CSH(93)",0,0
"KJH(96)","EDH(95)",0,0
"KJH(96)","HHM(95)",0,0
"KJH(96)","HWM(95)",0,0
"KJH(96)","JCG(98)",0,0
"KJH(96)","JDH(94)",0,0
"KJH(96)","JEJ(95)",0,0
"KJH(96)","JHJ(99)",2,1
"KJH(96)","JYG(96)",0,0
"KJH(96)","JYJ(94)",0,0
"KJH(96)","JYJ(95)",0,0
"KJH(96)","KDK(99)",0,0
"KJH(96)","KGP(94)",0,0
"KJH(96)","KHJ(98)",0,0
"KJH(96)","KHS(98)",0,0
"KJH(96)","KJH(96)",0,0
"KJH(96)","KJH(99)",0,0
